Year,Population_Million,Inflation_Rate,Unemployment_Rate,Exports_USD_Billion,Imports_USD_Billion,FDI_USD_Billion,Industrial_Growth_Rate,Services_Growth_Rate,Agriculture_Growth_Rate,Government_Expenditure_PctGDP,Fiscal_Deficit_PctGDP,Interest_Rate,Exchange_Rate_INR_USD,Energy_Consumption_TWh,GDP_Growth_Rate
2009,1228.46,3.01,5.99,346.09,375.02,27.82,4.74,8.5,4.04,13.83,-3.84,6.31,68.24,1263.92,2.78
2009,1214.71,5.91,5.08,266.29,485.83,32.58,6,5.29,4.67,11.29,-2.46,4.62,74.14,1165.1,2.81
2009,1160.01,5.94,4.44,291.02,483.47,27.11,6.2,7.21,5.04,16.76,-7.45,3.53,64.84,1805.05,1.96
2009,1114.64,0.56,6.79,411.4,522.91,98.14,4.47,4.7,6.21,12.87,-3.74,6.44,73.65,728.74,4.21
2009,1294.81,6.46,3.44,224.37,333.83,44.23,9.82,5.76,4.13,10.64,-3.06,3.32,77.95,1524.05,3.46
2009,1217.45,6.11,7.43,305.11,224.78,50.28,7.65,8.16,0.24,19.36,-4.88,9.2,64.54,1264.82,3
2009,1142.97,5.91,6.09,511.42,428.51,56.96,10.56,3.41,4.58,15.96,-6.38,5.88,73.61,1188.11,4.03
2009,1093.22,4.45,5.45,580.61,543.45,48.63,4.13,3.21,-0.72,16.16,-8,5.15,73.24,1338.06,2.71
2009,1348.03,3.95,3.74,227.58,263.41,63.51,3.39,8.56,5.64,15.06,-6.95,3.15,71.05,866.29,3.72
2009,1331.75,7.99,4.62,519.36,230.14,62.88,4.9,3.33,5.67,19.75,-6.49,5.85,56.07,1251.71,3.03
2009,1167.48,3.64,10.56,220.27,220,24.56,3.78,4.79,1.52,17.04,-5.98,8.97,81.5,1003.83,1.77
2009,1368.92,6.98,7.02,296.72,285.03,80,5.96,7.41,1.42,15.03,-5.56,11.77,71.79,1336.07,2.37
2009,1282.68,4.08,4.64,449.4,362.88,24.73,7.43,7.76,3.84,14,-4.34,8.38,63.65,1255.14,3.2
2009,1000,9.04,9.49,281.63,348.83,65.04,6.08,13.02,6.13,10.1,-1.66,5.31,66.58,1384.6,3.51
2009,1242.31,2.57,3.92,521.89,382.27,18.27,1.19,7.4,4.34,21.71,-4.26,7.27,60.84,1028.46,3.57
2009,1049.34,2.63,5.95,267.5,425.94,40.88,5.48,9.28,5.51,16.83,-7.08,8.72,72.84,892.57,3.07
2009,1397.9,3.41,8.09,315.65,461.14,48.59,7.23,9.71,3.26,19.35,-4.16,5.59,71.16,999.7,3.37
2009,1291.87,8.31,5.45,608.42,640.37,36.05,2.97,4.71,4.27,17.36,-8.87,8.04,71.15,1558.62,2.53
2009,1416.89,8.77,12.37,467.11,311.25,38.95,6.42,5.83,2.68,11.54,-5.41,4.62,60.18,1556.07,1.48
2009,1271.96,8.5,6.79,505.24,80,40.03,6.07,5.15,4.37,8.93,-3.05,5.44,74.43,1205.87,2.87
2009,1094.16,6.07,5.88,209.89,320.02,41.93,7.96,6.66,7.01,12.91,-5.12,6.19,67.71,1264.72,3.76
2009,1265.54,1.56,6.37,358.99,255.97,54.27,9.32,8.28,6,15.33,-6.71,5.19,74.56,962.1,3.56
2009,1230.45,3.23,5.1,289.66,549.41,49.52,5.28,6.19,2.25,19.54,-5.68,6.83,72.79,1063.3,2.54
2009,1274.42,4.36,2.67,50,456.45,53.89,7.56,7.82,2.51,14.73,-5.4,6.5,72.73,1148.48,2.81
2009,1215.31,6.99,5.69,288.46,402.86,45.6,6.84,1.38,3.77,16.87,-5.33,6.29,70.72,1385.37,1.38
2009,1360,9.74,5.79,263.63,566.66,77.24,1.83,7.28,6.11,14.01,-3.63,3.91,92.79,1405.42,1.96
2009,1454.78,5.52,6.07,548.96,537.12,58.26,8.75,8.88,7.03,16.69,-8.53,4.97,66.39,1062.09,4.53
2009,1335.71,5.78,6.08,380.2,500.63,48.67,9.95,5.63,5.1,17.51,-5.16,6.02,61.61,1065.17,2.78
2009,1168.36,8.23,6.03,278.27,842.9,62.59,6.68,6.74,0.71,12.08,-7.84,5.22,67.56,1079.23,2.55
2009,1131.73,4.19,10.39,345.35,461.14,56.19,9.77,7.3,3.45,21.8,-6.72,5.83,60.94,1316.93,3.29
2009,1158.57,7.94,4.89,492.92,355.24,72.33,9.44,6.73,5.01,12.37,-4.23,7.49,65.77,1135.24,4.82
2009,1500,2.18,7.93,417.01,469.5,34.47,4.09,9.37,3.06,10.19,-4.98,6.92,65.66,1259.42,3.23
2009,1333.02,0,6.03,600.61,335.43,25.48,6.56,6.18,2.22,15.68,-3.52,8.24,74.57,1364.2,4.34
2009,1459.78,4.1,5.38,350.62,288.81,54.01,2.58,7.84,0.04,14.25,-5.71,6.11,73.68,1317.05,2.6
2009,1326.51,5.96,7.86,458.65,267.6,80.47,2.21,3.98,1.31,17.98,-9.7,5.25,63.11,1324.7,2.89
2009,1271.94,3.38,7.74,374.88,338.8,58.97,3.12,8.96,2.92,15.64,-6.82,4.76,64.38,988.69,3.42
2009,1199.84,5.82,7.66,320.09,98.59,72.65,5.22,2.9,5.33,14.07,-8.23,4.63,65.9,1320.84,2.49
2009,1235.27,6.13,7.68,251.94,388.44,66.73,4.94,5.39,5.17,15.06,-6.06,7.95,69.26,1442.03,2.35
2009,1500,5.65,5.78,499.97,449.93,62.86,4.18,5.93,5.43,14.01,-5.48,7.01,63.91,1125.74,4
2009,1213.9,6.22,7.03,324.53,529.05,13.28,4.42,11.01,2.83,15.33,-2.96,5.07,51.37,1140.45,2.76
2009,1383.9,6.16,6.33,385.21,409.23,35.49,7.12,0.62,5.54,8.32,-4.97,4.57,77.55,841.13,2.33
2009,1247.48,4.79,8.15,392.46,472.18,23.65,5.27,3.87,3.37,18.22,-6.71,2.75,78.39,1272.21,2.18
2009,1197.44,5.48,5.62,417.43,517.55,19.85,8.31,5.96,5.09,14.11,-5.82,6.89,73.17,909.88,3.01
2009,1034.85,5.49,7.87,538.28,555.02,61.8,2.8,6.02,6.01,13.4,-4.56,8.3,59.38,970.44,3.65
2009,1330.97,6.31,10.07,440.52,419.7,13.75,4.74,3.49,2.31,12,-4.7,8.19,78.87,1566.16,2.24
2009,1187.46,3.51,4.2,383.49,543.74,59.23,4.39,1.93,5.44,21.6,-6.54,5.39,79.85,808.74,2.64
2010,1221.68,5.24,8.44,359.12,485.7,35.94,5.79,6.06,5.72,13.39,-4.47,6.81,65.53,1258.76,3.76
2010,1216.88,8.09,7.38,143.21,490.99,17.31,7.6,5.68,4.88,10.24,-8.34,4.64,83.08,1189.99,1.69
2010,1282.25,3.92,7.13,251.09,548.16,21.9,4.45,6.39,5.46,21.39,-5.27,3.61,73.42,1444.87,2.24
2010,1308.67,4.27,5.97,181.69,539.33,65.66,5.33,7.43,1.37,15.96,-5.93,5.84,73.49,1240.96,2.48
2010,1132.27,2.58,5.36,255.37,503.72,45.6,4.34,6.32,4.83,14.81,-7.64,6.53,75.3,615.07,2.68
2010,1309.3,4.97,10.82,300.68,269.32,60.96,10.27,8.26,4.34,21.04,-7.72,5.15,57.22,925.48,4.11
2010,1356.74,6.44,7.57,251.72,422.8,54.32,4.42,7.98,6.89,14.2,-5.99,6.46,82.01,1211.16,2.84
2010,1199.11,3.76,5.95,383.91,258.6,15.1,7.13,3.81,3.14,17.43,-7.4,4.95,74.49,1033.06,2.94
2010,1377.34,8.04,4.57,411.38,397.17,62.04,5.9,6.65,1.6,15.29,-9.13,5.81,73.54,1057.7,2.32
2010,1325.85,7.57,10.02,211.27,376.02,29.19,2.81,7.47,4.93,16.32,-5.46,7.97,74.51,1396.48,2.31
2010,1287.18,3.51,9.07,436.91,467.13,34.5,3.19,7.25,3.31,19.06,-6.18,4.71,61.82,1169.95,2.34
2010,1321.8,6.95,3.34,244.88,420.6,30.74,3.29,0.91,4.39,17.72,-3.72,5.83,67.17,689.93,1.88
2010,1304.78,4.6,4.57,278.96,483.23,57.53,4.56,10.38,0.94,18.58,-2.68,6.13,67.95,1491.85,3.96
2010,1286.67,6.43,6.68,385.06,424.58,65.89,3.24,5.22,2.73,16.45,-5.65,4.61,84.63,1630.55,1.93
2010,1199.41,4.17,12.93,350.25,484.76,36.41,4.66,8.58,6.02,20.48,-6.33,5.51,59.12,1431.91,2.06
2010,1219.75,3.69,2.51,365.44,356.17,42.85,8.87,8.48,6.04,13.61,-3.56,6.97,79.8,1205.47,3.78
2010,1330.64,6.03,5.81,101.79,570.83,8.74,7.46,2.84,2.04,14.67,-6.58,6.5,70.93,1200.15,1.25
2010,1204.17,6.23,7.31,359.14,596.09,5,2.21,11.8,5.85,13.07,-4.74,7.5,56.62,1428.87,2.49
2010,1083.87,5.04,6.38,321.78,402.6,28.88,4.64,8.23,6.3,9.15,-6.12,5.63,65.77,1086.01,2.28
2010,1354.78,8.15,5.04,362.47,546.31,69.58,4.9,7.47,2.4,14.83,-6.78,3.98,70.67,869.57,2.82
2010,1223.88,8.64,8.11,331.19,425.39,5,5.05,8.76,1.71,12.82,-5.92,7.04,69.78,1511.82,1.51
2010,1290.7,5.75,9.43,233.02,380.7,47.02,5.47,6.17,-0.69,14.78,-6.15,5.19,73.82,963,2.63
2010,1051.23,5.23,9.26,286.87,365.73,25.46,7.18,9.14,5.04,17.46,-5.71,7.53,66.21,1169.92,2.87
2010,1365.99,7.22,7.05,333.18,462.24,54.09,10.83,2.32,2.02,13.09,-7.04,5.53,81.04,1120.34,2.3
2010,1486.93,8.07,7.65,484.56,184.84,55.54,6.13,7.86,5.07,11.05,-8.08,5.03,78.58,793.23,3.16
2010,1285.06,5.8,6.76,478.78,144.69,53.47,5.73,7.44,4.67,13.93,-7.38,5.39,80.08,1451.35,4.19
2010,1055.61,7.42,7.79,476.8,607.33,51.07,4.68,6.12,4.34,10.13,-8.07,5.99,61.19,1086.3,2.62
2010,1462.72,6.7,6.59,351.39,80,47.74,3.83,7.39,5.06,11.48,-5.34,5.62,81.81,1093.45,1.88
2010,1122.5,8.32,3.17,422.77,435.01,37.15,6.74,5.08,6.46,14.19,-4.06,7.19,74.14,1213.81,3.62
2010,1185.67,5.81,6.72,496.76,515.47,17.58,1.71,10.72,5.6,12.58,-5.47,7.11,71.64,1354.26,3.49
2010,1334.37,1.9,9.24,205.96,478.88,47.04,4.71,5.98,3.38,13.12,-5.76,6.82,59.36,1623.26,1.23
2010,1264.11,3.8,3.84,436.15,505.11,19.45,5.91,5.33,0.93,21.81,-8.38,6.35,75.62,1484.38,4.24
2010,1304.38,6.02,6.92,517.63,501.27,27.3,9.84,8.08,5.14,16.24,-5.08,5.59,82.07,1825.72,3.35
2010,1103.22,5.17,6.49,370.68,412.58,67.31,5.96,5.96,4.1,10.45,-6.37,7.7,55.9,1685.97,2.93
2010,1126.75,5.22,6.3,323.92,380.86,30.27,7.22,7.12,5.63,13.11,-3.94,2.25,75.04,631.5,4.11
2010,1286.35,3.88,6.59,234.15,286.65,64.66,0.54,8.14,4.94,12.47,-3.41,6.54,71.49,1282.72,2.31
2010,1334.4,4.52,4.53,366.85,321.54,68.77,2.08,9.27,3.48,18.69,-4.45,6.7,67.32,782.82,2.48
2010,1311.2,4.41,7.31,384.99,414.5,48.82,7.27,6.93,3.78,18.17,-4.78,3.56,78.1,1232.66,3.26
2010,1158.57,4.28,6.25,157.47,304.52,37.11,6.23,6.54,0.21,10.53,-5.9,6.58,63.15,1277.54,2.09
2010,1109.42,8.14,9.16,237,406.62,15.4,4.83,7.81,3.25,13.56,-7.22,7.8,69.62,1220.39,2.24
2010,1019.32,5.5,3.71,324.19,401.56,62.22,9.02,7.36,2.44,17.07,-7.2,6.93,81.92,818.49,3.05
2010,1273.39,5.16,7.92,108.63,194.09,51.68,3.78,6.8,5.64,10.69,-8.14,3.54,68.29,1414.84,1.98
2010,1022.99,4.78,5.74,704.62,407.74,66.61,3.27,7.8,5.32,10.87,-5.4,6.88,57.02,1334.16,4.4
2010,1500,8.34,6.85,143.99,532.57,25.68,5.86,6.72,2.7,7.89,-5.49,5.31,59.95,553.6,1
2010,1168.42,7.67,5.35,199.13,392.91,80.79,5.63,7.32,3.26,18.53,-4.86,5.76,75.33,1156.83,2.87
2010,1361.57,6.88,4.78,480.64,426.84,43.03,5.75,5.58,4.18,16.99,-5.56,10.05,72.19,800.91,2.94
2010,1236.15,7.55,6.08,449.66,533.53,63.32,9.84,7.78,4.26,18.59,-10,6.03,67.58,981.13,3.9
2010,1249.73,6.96,8.73,366.34,485.67,52.57,5.43,7.29,4.46,15.32,-4.43,3.03,80.87,1162.09,3.5
2010,1029.97,8.59,2.92,193.41,597.79,34.92,1.7,9.58,4.49,13.46,-6.52,5.55,72.42,1052.1,1.26
2010,1144.53,6.41,9.77,413.73,422.74,62.52,4.95,5.99,2.21,10.86,-5.01,4.32,61.63,1138.8,3.13
2010,1052.12,10.08,5.9,342.32,459.07,20.5,5.95,6.81,1.82,10.29,-7.17,6.9,73.13,1302.47,1.66
2010,1079.97,7.29,11.54,230.15,269.59,27.48,3.85,4.05,1.7,12.77,-6.93,6.28,68.36,1086.13,0.88
2010,1242.36,4.97,6.68,245.73,325.54,73.65,2.88,8.07,4.92,15.37,-7.46,2.92,51.9,926.08,1.61
2010,1310.14,4.49,3.82,553.23,495.06,51.02,3.07,9.18,2.73,17.01,-7.68,5.77,78.37,895.23,4.11
2010,1100.93,5.9,5.97,252.96,80,36.47,8.8,6.47,2.48,17.31,-5.59,7.3,67.58,1385.38,2.13
2010,1075.7,3.3,4.77,397.89,303.15,27.9,5.6,6.61,5.55,15.58,-6.42,6.39,70.53,1101.39,2.98
2010,1336.8,2.75,4.1,415.99,490.43,52.85,3.26,7.34,6.09,14.43,-5.01,4.7,70.29,1533.93,3
2010,1467.24,5.99,6.77,267.84,586.92,61.79,3.35,8.38,3.82,14.72,-5.71,4.77,61.29,1274.35,2.97
2010,1201.27,9,8.67,390.36,558.77,62.11,7.19,6.76,5.35,14.3,-4.82,5.61,76.16,1334.45,2.82
2010,1345.95,4.2,6.74,369.45,389.43,49.39,8.4,7.02,4.85,18.59,-5.75,6.12,73.77,1313.91,4.67
2010,1332.16,5.11,6.6,373.06,377.81,49.54,5.69,7.5,5.3,15.74,-5.32,5.04,64,1580.57,2.46
2010,1150.34,2.76,7.96,271.89,385.73,29.22,5.21,6.93,4.15,18.2,-5.63,5.26,70.28,711.03,2.58
2010,1278.81,5.93,6.52,334.66,509.85,32.9,8.46,4.53,4.02,8.99,-8.58,7.22,68.3,1261.78,3.47
2010,1135.79,8.39,5.78,267.54,671.54,56.34,5.82,6.45,2.06,18.33,-4.54,3.35,72.57,1362.04,2.55
2010,1089.68,3.25,6.59,305.89,464.46,52.03,5.93,6.86,3.58,13.43,-7.12,4.21,58.67,1180.25,2.8
2010,1055.48,5.88,9.18,678.15,383.88,55.98,3.91,4.97,3.93,13.75,-4.74,7.97,67.69,1543.71,3.67
2010,1253.68,7.68,6.68,394.51,331.2,56.26,5.39,7.03,3.51,21.71,-5.64,4.49,75.87,1488.17,2.17
2010,1395.14,8.14,5.69,308.13,254.97,25.56,3.57,8.87,4.49,13.6,-4.86,5.18,68.21,1229.1,1.16
2010,1368.91,4.22,8.72,257.68,407.44,65.46,1.95,6.82,4.85,8.53,-2.06,5.45,67.27,1390.13,2.14
2010,1338,3.67,5.66,376.23,442.86,53.17,4.72,5.56,3.99,13.23,-6.41,6.18,66.55,748.66,3.78
2010,1125.95,2.46,7.09,256.08,480.31,56.08,6.63,3.49,4.05,13.74,-3.59,5.22,67.88,1285.01,2.5
2010,1382.69,3.55,8.11,188.8,272.85,31.43,5.02,7.53,1.21,16.82,-6.2,5.95,70.28,1418.9,2.29
2010,1085.78,1.49,11.92,448.49,406.66,40.53,6.2,8.16,2.1,12.63,-4.98,3.53,65.66,1415.99,1.95
2010,1329.91,4.03,4.95,489.51,422.01,16.08,6.8,7.51,0.52,17.64,-1.46,7.52,72.29,1273.97,3.49
2010,1391.18,5.67,8.37,396.25,725.6,35.54,4.16,6.61,4.23,15.17,-6.88,3.99,75.41,1333.77,2.83
2010,1229.46,6.42,7.4,205.77,450.91,40.58,3.54,6.71,3.24,14.38,-2.09,6.63,66.43,899.21,1.97
2010,1214.22,6.28,8.62,248.14,183.18,48.75,6.92,5.6,2.16,15.84,-3.87,7.32,70.55,926.87,2.62
2010,1361.73,6.79,4.53,480.1,564.63,47.04,7.12,7.66,3.97,22.09,-3.68,7.57,68.96,1173.27,4.22
2010,1353.63,4.1,10.22,271.76,476.73,57.68,5.9,8.54,5.74,11.48,-8.24,8.86,70.93,1209.23,2.81
2010,1260.23,8.93,4.24,619.72,214.21,21.63,2.85,4.32,4.01,13.1,-2.92,8.38,80.7,1357.94,2.49
2010,1130.37,8.7,6.72,397.87,347.32,50.58,6.06,3.99,6.16,13.45,-5.39,6.4,68.94,1061.58,3.03
2010,1250.26,3.78,3.82,536.02,369.3,46.69,8.9,3.56,1.74,15.5,-4.74,8.93,60.38,1500.46,4.55
2010,1242.01,10.15,5.46,202.65,409.83,5.35,1.1,7.73,9.28,15.77,-5,5.53,67.98,1526.84,1.59
2010,1500,9.71,3.99,438.18,173.01,45.75,4.13,9,-0.7,15.66,-7.09,6.72,77.16,1769.67,2.83
2010,1455.7,4.66,7.53,358.13,574.23,49.44,5.06,7.39,3.85,16.41,-2.69,6.66,70.19,1363.4,2.12
2010,1121.18,4.83,7.83,218.38,488.75,55.8,6.73,7.69,1.01,19.32,-6.13,6.98,69.23,1455.46,2.3
2010,1304.79,1.04,7.07,396.49,554.14,69.91,6.7,6.27,2.73,9.7,-7.32,6.76,86.03,1318.69,3.92
2010,1221.59,4.55,8.96,432.24,365.63,24.2,3.27,4.72,4.34,17.68,-6.79,2.11,83.4,1522.59,2.29
2010,1268.43,5.7,4.62,602.26,283.62,35.99,3.79,10.01,3.26,13.52,-5.27,7.43,56.48,1552.97,4.76
2010,1100,6.13,4.04,199.04,315.47,39.71,5.03,5.82,4.41,16.49,-5.47,5.41,53.33,1318.7,0.88
2010,1364.19,4.29,5.24,302.51,553.04,31.25,8.36,5.47,5.25,14.18,-6.02,6.18,70.39,937,2.05
2010,1199.9,8.55,9.93,191.06,463.13,66.87,6.47,4.19,4.51,17.69,-6.21,7.92,75.46,1571.4,2.24
2010,1186.08,9.19,5.05,295.7,239.13,58.84,6.28,7.99,4.76,13.05,-5.01,7.7,67.55,1143.17,4.17
2010,1413.45,6.39,9.74,559.03,567.19,55.79,2.52,9.91,0.88,10.74,-7.89,7.14,81.6,1413.89,2.2
2010,1216.2,6.13,6.58,457.52,343.68,52.37,8.4,7.2,-0.78,18.43,-4.72,6.29,78.86,950.21,2.7
2010,1346.68,7.48,8.93,325.33,457.83,61.35,7.35,2.82,3.22,17.93,-3.16,5.67,72.55,1163.58,2.83
2010,1274.95,4.06,2.82,524.34,607.02,62.68,8.04,4.99,1.99,12.03,-5.14,6.57,65.44,1274,4.77
2010,1288.35,7.02,7.06,120.71,313.74,54.49,4.73,3.16,2.89,18.87,-5.93,7.85,76.58,1555.76,2.29
2010,1167.6,4.7,11.29,285.17,275.83,60.04,3.09,8.67,-1.26,18.61,-4,4.46,56.12,1216.93,1.06
2010,1154.86,3.18,5.37,292.77,561.48,49.19,8.34,7.89,0.09,12.1,-4.52,6.21,77.1,1126.43,3
2010,1080.11,6.15,5.87,527.6,469.06,15.56,4.95,7.18,1.29,15.16,-4.64,4.63,60.76,1338.29,3.59
2010,1221.16,7.35,9.72,218.6,516.51,46.25,4.47,10.46,4.52,15.51,-4.7,5.53,70.99,900.9,1.73
2010,1260.63,5.18,7.78,554.3,230.47,44.41,9.31,7.97,2.62,15.61,-3.28,5.92,69.49,1441.65,3.79
2010,1153.83,4.94,6.3,224.76,229.09,66.29,6.08,9.58,5.19,16.06,-6.36,5.87,70.44,1123.27,2.47
2010,1000,4.23,5.81,167.2,322.91,42.43,4.24,9.91,3.7,16.47,-5.99,8.18,82.18,853.37,2.04
2010,1176.16,6.87,5.44,110.29,315.89,29.73,6.35,6.87,4.09,15.47,-4.6,6.84,79.93,861.65,1.23
2010,1056.08,3.76,5.5,87.56,615.63,64.74,7.01,5.15,3.1,18.32,-3.07,4.45,79.33,1114.48,2.79
2010,1292.84,5.64,4.7,461.7,432.21,41.43,3.01,6.42,0.93,11.8,-7.3,7.22,69.53,1060.12,3.18
2010,1137.54,2.55,3.49,175.99,733.75,56.46,6.44,8.03,6.25,16.95,-2.74,6.87,60.26,1407.2,2.98
2010,1500,7.6,5.49,235.6,465.13,20.52,7.56,6.39,4.21,9.09,-6.71,5.78,69.79,1375.23,1.61
2010,1256.24,4.17,6.77,273.06,504.69,50.45,7.11,8.05,6.02,18.59,-3.71,8.44,71.16,1749.55,3.65
2010,1301.67,8.51,7.52,386.2,426.79,40.54,4.76,8.78,3.24,18.4,-5.15,6.09,63.42,1482.67,3.11
2010,1339.78,6.08,3.47,595.88,453.68,41.39,5.04,8.02,6.71,13.81,-4.89,2,85.37,822.05,3.78
2010,1052.05,3.33,4.54,540.62,459.86,47.93,7.64,7.16,5.12,10.14,-5.46,5.77,57.06,887.59,4.12
2010,1206.33,2.64,5.26,204.04,365.54,63.94,4.24,4.64,2.28,14.23,-6.02,6.44,55.91,1423.91,2.29
2010,1107.37,8.4,7.05,431.69,454.12,32.44,5.82,7.75,3.1,9.8,-7.3,7.04,78.5,1189,1.69
2010,1258.88,6.85,5.17,455.01,444.97,29.46,7.32,4.24,1.43,18.33,-5.34,5.37,77.76,1064.72,3.32
2010,1302.45,1.46,5.95,453.28,331.14,31.39,6.14,5.01,4.7,13.18,-8.32,4.53,84.64,1114.13,4.25
2010,1415.42,9.79,5.61,432.92,540,71.28,5.62,4.73,3.19,17.94,-5.32,7.27,81.07,917.57,3.07
2010,1386.65,3.66,6.71,405.65,831.31,5,5.26,7.02,2.78,15.14,-4.31,5.79,52.46,1333.64,2.49
2010,1212.92,2.71,6.43,421.65,636.25,60.92,5.71,4.41,4.63,11.9,-3.9,5.68,72.87,1175.19,3.4
2010,1306.97,6.22,6.33,156.81,446.29,13.7,5.54,6.79,0.09,16.87,-7.73,6.87,61.94,988.69,1.58
2010,1060.52,8.09,3.89,386,533.71,7.69,5.8,6.11,8.84,17.05,-5.12,5.59,63.97,896.87,3.66
2010,1268.14,7.28,9.03,306.04,529.75,21.39,5.62,8.87,2.44,14.38,-5.71,5.69,58.18,1074.15,1.62
2010,1214.05,2.54,7.06,378.61,647.97,35.22,4.37,5.98,3.42,16.84,-5.86,6.58,67.27,1244.45,3.43
2010,1267.82,6.52,4.73,352.16,551.01,47.52,4.96,6.95,3.94,16.45,-3.24,3.23,68.49,1343.55,2.04
2010,1000,4.47,7.41,440.64,546.66,41.54,5.08,10.48,3.25,12.78,-3.88,4.95,65.47,1242.01,2.81
2010,1045.27,2.74,4.82,217.89,398.7,48.65,6.56,9.92,5.32,15.81,-7.61,4.24,72.66,1189.27,2.89
2010,1224.02,2.37,2.47,288.52,741.3,87.77,5.86,5.6,5.58,11.39,-7.73,3.63,77.67,1820.2,5.21
2010,1500,9.16,3.65,441.83,264.79,20.39,7.88,4.31,5.22,11.13,-4.64,7.1,61.87,1110.99,2.45
2010,1445.44,4.74,6.71,287.58,367.82,49.16,5,7.69,2.48,15.42,-6.69,5.51,81.82,1219.46,2.88
2010,1343.12,2.3,7.97,420.01,167.68,68.23,3.34,9.71,2.35,12.38,-6.8,3.55,51.11,1406.6,4.54
2010,1193.07,4.3,5.02,328.46,517.82,55.07,5.71,1.4,4.32,18.59,-2.83,4.65,61.54,1084.62,2.3
2010,1278.59,3.9,4.72,562.11,106.87,46.85,7.55,6.16,1.7,16.16,-5.24,5.38,62.09,1520.69,5.22
2010,1306.64,4.1,5.55,449.83,450.34,19.88,2.94,7.55,6.25,16.56,-4.69,4.1,62.17,802.16,2.07
2010,1260.53,6.63,7.98,215.38,480.95,23.53,7.46,7.05,7.1,14.45,-6.08,6.04,66.64,1493.57,2.23
2010,1194.81,4.34,8.24,449.31,392.66,47.26,7.67,6.4,3.99,14.13,-5.32,6.73,62.4,1086.5,2.86
2010,1395.1,6.03,7.06,553.52,685.97,58.65,8.91,7.78,4.39,16.61,-6.6,7.53,50.08,931.33,3.94
2010,1053.78,5.56,7.14,327.8,398.01,49.83,7.45,7.82,-0.68,15.3,-3.72,6.89,80.66,900.17,2.22
2010,1267.92,5.59,4.24,577.02,309.93,39,7.78,8.72,5.55,14.67,-6.45,6.03,72.77,1772.56,4.28
2010,1171.82,1.62,7.89,417.41,586.65,36.39,5.67,10.31,2.54,11.93,-5.02,6.1,72.88,742.69,3.19
2010,1264.3,6.67,9.48,398.52,436.82,75.17,3.4,4.44,3.81,13.66,-4.6,6.72,62.63,1552.57,3.04
2010,1284.87,5.04,3.39,580.56,286.96,5,4.53,5.98,3.43,13.16,-4.38,5.55,66.81,939.28,2.88
2010,1248.71,2.51,5.66,410.1,589.39,49.95,6.7,2.96,4.81,11.71,-4.29,6.61,82.3,1136.55,2.59
2010,1164.54,3.1,7.67,135.02,263.51,54.99,5.17,5.38,3.37,18.46,-4.3,6.05,66.17,1008.15,1.7
2010,1000,5.85,6.02,284.86,490.55,51.92,4.56,6.92,4.43,13.06,-5.3,5.37,83.75,1303.91,3.12
2010,1342.67,3.43,7.94,248.91,625.06,70.82,3.06,9.23,0.77,20.03,-3.7,6.81,75.88,788.27,3.92
2010,1307.5,4.03,7.47,371.06,409.94,92.6,7.07,2.74,4.51,14.26,-6.8,5.34,65.78,1433.11,3.79
2010,1180.02,8.12,7.27,450.88,438.46,34.32,5.29,8.96,1.33,20.34,-8.1,6.26,61.32,1410.7,2.89
2010,1482.94,10.62,8.67,353.45,333.94,39.59,6.36,7.12,4.39,15.96,-6.06,7.19,55.85,1163.48,2.71
2010,1241.63,6.64,6.72,101.16,494.66,25.91,4.49,6.6,5.46,12.74,-4.07,4.7,70.99,1090.91,0.07
2010,1155.99,6,7.36,570.46,643.77,26.57,4.21,5.5,2.69,17.02,-4.67,5.99,73.1,1183.08,1.98
2010,1181.18,5.08,6.84,502.05,399.06,7.2,9.35,7.74,6.15,12.41,-6.68,8.16,63.94,1238.91,3.51
2010,1323.52,4.14,6.97,220.29,226.53,42.96,6.46,2.07,3.97,14.52,-6.71,5.59,69.08,1222.33,2.92
2010,1255.48,6.47,5.65,577.98,467.35,49.2,6.5,10.78,2.44,10.27,-6.3,5.05,69.37,1622.85,3.94
2010,1167.18,6.94,2.96,368.76,342.03,59.54,4.34,5.15,3.42,12.69,-6.53,6.36,76.71,1015.54,2.58
2010,1095.56,3.84,9.29,381.87,587.82,23.89,5.02,5.93,5.86,13.6,-6.82,7.24,72.93,1544.25,2.95
2010,1292.95,4.25,7.03,400.96,799.86,5,7.06,6.37,1.62,13.43,-4.5,3.81,67.39,1468.54,3.07
2010,1181.33,3.74,8.39,382.5,723.22,22.56,5.11,7.29,5.26,13.31,-7.86,4.56,61.61,1458,2.71
2010,1194.26,5.42,7.66,371.82,399.4,84.63,5.6,7.45,1.47,15.31,-6.45,5.58,61.37,927.52,2.84
2010,1351.71,5.18,6.92,306.03,399.87,19.26,4.94,8.29,2.01,15.21,-5.88,4.82,60.34,1266.32,3.25
2010,1230.57,5.5,8.35,158.25,319.55,35.15,4.16,10.12,4.31,14.3,-5.14,5.84,69.73,1385.74,1.41
2010,1230.03,8.03,2.85,554.72,457.36,24.25,4.35,7.14,-0.45,14.02,-4.34,4.18,70.97,1035.18,2.18
2010,1260.17,1.98,7.74,449.22,408.59,35.28,7.8,8.79,5.04,13,-5.52,5.81,65.82,926,3.53
2010,1279.76,7.51,6.75,475.99,407.74,55.7,4.72,3.98,6.81,14.58,-5.85,5.24,65.99,965.69,3.41
